Player Name,Week,Player Rank,Player Team,Player Position,Player Projected,Player Points,Player Opponent,Player Opp Rank,Player Injury,Stats,Timed Played,On Bye Week,Player Name2
Justin Jefferson,5.0,1,MIN,WR,23.13,5.8,KC,9,ACTIVE,"{0: {'points': 109.1, 'breakdown': {'67': 1.0, 'fumbles': 1.0, '71': 1.0, 'lostFumbles': 1.0, 'turnovers': 1.0, '210': 5.0, '213': 28.0, 'teamWin': 1.0, 'teamLoss': 4.0, 'pointsScored': 18.0, 'receivingReceptions': 36.0, 'receivingYards': 114.2, 'receivingTouchdowns': 3.0, 'defensiveSoloTackles': 1.0, 'defensiveTotalTackles': 1.0, 'receiving40PlusYardTD': 1.0, 'receiving50PlusYardTD': 1.0, '47': 112.0, '48': 54.0, '49': 26.0, '50': 21.0, '51': 9.0, '52': 3.0, '54': 5.0, '55': 1.0, '183': 1.0, 'receiving100To199YardGame': 3.0, 'receivingTargets': 53.0, '186': 1.0, 'receivingYardsAfterCatch': 182.0, 'receivingYardsPerReception': 15.86111111}, 'projected_points': 322.25, 'projected_breakdown': {'rushingAttempts': 3.950102192, 'rushingYards': 1.525063928, 'rushingTouchdowns': 0.249400494, 'rushing2PtConversions': 0.0114084, '27': 4.0, '28': 2.0, '29': 1.0, 'rushing40PlusYardTD': 0.007259733, 'rushing50PlusYardTD': 0.005081813, 'rushing100To199YardGame': 0.001208219, 'rushing200PlusYardGame': 4.12319e-05, 'rushingYardsPerAttempt': 5.836653608, 'receivingYards': 99.10043919, 'receivingTouchdowns': 8.91906673, 'receiving2PtConversions': 0.458167305, 'receiving40PlusYardTD': 0.309855193, 'receiving50PlusYardTD': 0.202490369, '47': 299.0, '48': 149.0, '49': 74.0, '50': 59.0, '51': 29.0, 'receivingReceptions': 115.7023332, '54': 23.0, '55': 11.0, 'receiving100To199YardGame': 6.088555956, 'receiving200PlusYardGame': 0.188305854, 'receivingTargets': 164.6224011, 'receivingYardsPerReception': 12.94844642, '2PtConversions': 0.469575706, 'fumbleRecoveredForTD': 0.006172971, '66': 0.046315714, '67': 1.3566323, 'fumbles': 1.402948014, '70': 0.021305229, '71': 0.759714088, 'lostFumbles': 0.781019317, 'turnovers': 0.781019317, '210': 15.11764706, '212': 3.276371804, '213': 70.18333997}}, 5: {'points': 5.8, 'breakdown': {'receivingReceptions': 3.0, 'receivingYards': 28.0, '47': 5.0, '48': 2.0, '49': 1.0, '50': 1.0, 'receivingTargets': 6.0, 'receivingYardsAfterCatch': 10.0, 'receivingYardsPerReception': 9.333, 'teamLoss': 1.0, '210': 1.0, '213': 2.0}, 'projected_points': 23.1, 'projected_breakdown': {'receivingYards': 116.0605934, 'receivingTouchdowns': 0.511044794, 'receiving2PtConversions': 0.021482692, 'receiving40PlusYardTD': 0.021055535, 'receiving50PlusYardTD': 0.013759792, '47': 23.0, '48': 11.0, '49': 5.0, '50': 4.0, '51': 2.0, 'receivingReceptions': 8.539553702, '54': 1.0, 'receiving100To199YardGame': 0.440117278, 'receiving200PlusYardGame': 0.0136, 'receivingTargets': 12.25909042, 'receivingYardsPerReception': 13.59094368, '2PtConversions': 0.021482692, 'fumbleRecoveredForTD': 0.000615, '67': 0.139744807, 'fumbles': 0.139744807, '71': 0.078257092, 'lostFumbles': 0.078257092, 'turnovers': 0.078257092, '210': 1.0, '213': 5.288286031}}}",100.0,False,Justin Jefferson
Christian McCaffrey,5.0,1,SF,RB,22.16,13.8,DAL,1,ACTIVE,"{0: {'points': 133.8, 'breakdown': {'66': 1.0, '67': 1.0, 'fumbles': 2.0, '70': 1.0, 'lostFumbles': 1.0, 'turnovers': 1.0, '210': 5.0, '212': 28.0, '213': 12.0, 'rushingAttempts': 99.0, 'rushingYards': 102.0, 'rushingTouchdowns': 7.0, '27': 101.0, 'teamWin': 5.0, '28': 49.0, '29': 23.0, '30': 19.0, 'pointsScored': 48.0, '31': 9.0, '32': 3.0, '33': 18.0, '34': 8.0, 'rushing40PlusYardTD': 1.0, 'rushing50PlusYardTD': 1.0, 'rushing100To199YardGame': 3.0, 'rushingYardsPerAttempt': 5.15151515, 'receivingReceptions': 20.0, 'receivingYards': 33.6, 'receivingTouchdowns': 1.0, '47': 31.0, '48': 14.0, '49': 5.0, '50': 4.0, '179': 4.0, '51': 1.0, '180': 2.0, '54': 2.0, '183': 1.0, 'receivingTargets': 24.0, 'receivingYardsAfterCatch': 156.0, 'receivingYardsPerReception': 8.4}, 'projected_points': 274.46, 'projected_breakdown': {'rushingAttempts': 197.0106009, 'rushingYards': 63.29146341, 'rushingTouchdowns': 6.976516835, 'rushing2PtConversions': 0.253966522, '27': 179.0, '28': 89.0, '29': 44.0, '30': 35.0, '31': 17.0, '33': 39.0, '34': 19.0, 'rushing40PlusYardTD': 0.400185069, 'rushing50PlusYardTD': 0.280129548, 'rushing100To199YardGame': 2.086853228, 'rushing200PlusYardGame': 0.071216294, 'rushingYardsPerAttempt': 4.554321268, 'receivingYards': 38.56300432, 'receivingTouchdowns': 3.370182355, 'receiving2PtConversions': 0.201123646, 'receiving40PlusYardTD': 0.070750893, 'receiving50PlusYardTD': 0.046235708, '47': 109.0, '48': 54.0, '49': 27.0, '50': 21.0, '51': 10.0, 'receivingReceptions': 68.69790908, '54': 13.0, '55': 6.0, 'receiving100To199YardGame': 0.491922675, 'receiving200PlusYardGame': 0.015214103, 'receivingTargets': 85.91171813, 'receivingYardsPerReception': 7.957844771, '2PtConversions': 0.455090169, 'fumbleRecoveredForTD': 0.007550458, '66': 1.272344615, '67': 0.443668586, 'fumbles': 1.716013201, '70': 0.585278523, '71': 0.248454408, 'lostFumbles': 0.833732931, 'turnovers': 0.833732931, '210': 14.17647059, '212': 49.53793705, '213': 30.96242025}}, 5: {'points': 13.8, 'breakdown': {'rushingAttempts': 19.0, 'rushingYards': 51.0, 'rushingTouchdowns': 1.0, '27': 10.0, '28': 5.0, '29': 2.0, '30': 2.0, '31': 1.0, '33': 3.0, '34': 1.0, 'rushingYardsPerAttempt': 2.684, 'receivingReceptions': 2.0, 'receivingYards': 27.0, '47': 5.0, '48': 2.0, '49': 1.0, '50': 1.0, 'receivingTargets': 3.0, 'receivingYardsAfterCatch': 29.0, 'receivingYardsPerReception': 13.5, '66': 1.0, 'fumbles': 1.0, '70': 1.0, 'lostFumbles': 1.0, 'turnovers': 1.0, 'teamWin': 1.0, 'pointsScored': 6.0, '179': 1.0, '210': 1.0, '212': 5.0, '213': 1.0}, 'projected_points': 22.16, 'projected_breakdown': {'rushingAttempts': 17.19478278, 'rushingYards': 77.81754681, 'rushingTouchdowns': 0.751005555, 'rushing2PtConversions': 0.020394269, '27': 15.0, '28': 7.0, '29': 3.0, '30': 3.0, '31': 1.0, '33': 3.0, '34': 1.0, 'rushing40PlusYardTD': 0.036548622, 'rushing50PlusYardTD': 0.025584035, 'rushing100To199YardGame': 0.265, 'rushing200PlusYardGame': 0.00905, 'rushingYardsPerAttempt': 4.525648729, 'receivingYards': 38.58990837, 'receivingTouchdowns': 0.18046389, 'receiving2PtConversions': 0.01249194, 'receiving40PlusYardTD': 0.004383705, 'receiving50PlusYardTD': 0.002864751, '47': 7.0, '48': 3.0, '49': 1.0, '50': 1.0, 'receivingReceptions': 5.022598878, '54': 1.0, 'receiving100To199YardGame': 0.047284218, 'receiving200PlusYardGame': 0.00146, 'receivingTargets': 5.966565939, 'receivingYardsPerReception': 7.683255085, '2PtConversions': 0.032886209, 'fumbleRecoveredForTD': 0.000732, '66': 0.128741756, '67': 0.037605488, 'fumbles': 0.166347244, '70': 0.059221208, '71': 0.021059073, 'lostFumbles': 0.080280281, 'turnovers': 0.080280281, '210': 1.0, '212': 4.353930032, '213': 2.215138715}}}",100.0,False,Christian McCaffrey
Tyreek Hill,5.0,3,MIA,WR,20.49,32.1,NYG,13,ACTIVE,"{0: {'points': 132.5, 'breakdown': {'210': 5.0, '212': 1.0, '213': 29.0, 'rushingAttempts': 1.0, 'rushingYards': 2.8, 'teamWin': 4.0, '27': 2.0, '28': 1.0, 'teamLoss': 1.0, 'pointsScored': 30.0, 'rushingYardsPerAttempt': 14.0, 'receivingReceptions': 36.0, 'receivingYards': 130.2, 'receivingTouchdowns': 5.0, 'defensiveSoloTackles': 1.0, 'receiving40PlusYardTD': 2.0, 'defensiveTotalTackles': 1.0, 'receiving50PlusYardTD': 2.0, '47': 129.0, '48': 63.0, '49': 30.0, '50': 24.0, '51': 11.0, '52': 4.0, '54': 5.0, '55': 1.0, '183': 2.0, 'receiving100To199YardGame': 2.0, 'receiving200PlusYardGame': 1.0, 'receivingTargets': 49.0, '186': 1.0, 'receivingYardsAfterCatch': 273.0, 'receivingYardsPerReception': 18.08333333}, 'projected_points': 293.63, 'projected_breakdown': {'rushingAttempts': 8.071622435, 'rushingYards': 3.225473046, 'rushingTouchdowns': 0.550185989, 'rushing2PtConversions': 0.027569591, '27': 9.0, '28': 4.0, '29': 2.0, '30': 1.0, '33': 1.0, 'rushing40PlusYardTD': 0.014867841, 'rushing50PlusYardTD': 0.010407489, 'rushing100To199YardGame': 0.005811926, 'rushing200PlusYardGame': 0.000198339, 'rushingYardsPerAttempt': 6.041110507, 'receivingYards': 89.21420534, 'receivingTouchdowns': 7.979396328, 'receiving2PtConversions': 0.392388986, 'receiving40PlusYardTD': 0.271044967, 'receiving50PlusYardTD': 0.177127886, '47': 269.0, '48': 134.0, '49': 67.0, '50': 53.0, '51': 26.0, 'receivingReceptions': 103.605908, '54': 20.0, '55': 10.0, 'receiving100To199YardGame': 5.008027058, 'receiving200PlusYardGame': 0.154887435, 'receivingTargets': 153.5668848, 'receivingYardsPerReception': 13.01768302, '2PtConversions': 0.419958578, 'fumbleRecoveredForTD': 0.007092334, '66': 0.116501504, '67': 1.495392549, 'fumbles': 1.611894053, '70': 0.053590692, '71': 0.837419828, 'lostFumbles': 0.891010519, 'turnovers': 0.891010519, '210': 15.11764706, '212': 4.618981, '213': 62.92049319}}, 5: {'points': 32.1, 'breakdown': {'receivingReceptions': 8.0, 'receivingYards': 181.0, 'receivingTouchdowns': 1.0, 'receiving40PlusYardTD': 1.0, 'receiving50PlusYardTD': 1.0, '47': 36.0, '48': 18.0, '49': 9.0, '50': 7.0, '51': 3.0, '52': 1.0, '54': 1.0, 'receiving100To199YardGame': 1.0, 'receivingTargets': 9.0, 'receivingYardsAfterCatch': 145.0, 'receivingYardsPerReception': 22.625, 'teamWin': 1.0, 'pointsScored': 6.0, '210': 1.0, '213': 5.0}, 'projected_points': 20.47, 'projected_breakdown': {'rushingAttempts': 0.145970422, 'rushingYards': 1.016323023, 'rushingTouchdowns': 0.010881793, 'rushing2PtConversions': 0.00043177, 'rushing40PlusYardTD': 0.000268057, 'rushing50PlusYardTD': 0.00018764, 'rushing100To199YardGame': 3.78e-05, 'rushing200PlusYardGame': 1.29e-06, 'rushingYardsPerAttempt': 6.962527136, 'receivingYards': 95.76045814, 'receivingTouchdowns': 0.745926261, 'receiving2PtConversions': 0.039828085, 'receiving40PlusYardTD': 0.030381802, 'receiving50PlusYardTD': 0.019854508, '47': 19.0, '48': 9.0, '49': 4.0, '50': 3.0, '51': 1.0, 'receivingReceptions': 6.270458013, '54': 1.0, 'receiving100To199YardGame': 0.405251126, 'receiving200PlusYardGame': 0.0125, 'receivingTargets': 9.125517493, 'receivingYardsPerReception': 15.27168477, '2PtConversions': 0.040259855, 'fumbleRecoveredForTD': 0.000389, '66': 0.002008984, '67': 0.086300028, 'fumbles': 0.088309012, '70': 0.000924133, '71': 0.048328016, 'lostFumbles': 0.049252148, 'turnovers': 0.049252148, '210': 1.0, '212': 0.173178787, '213': 4.307332881}}}",100.0,False,Tyreek Hill
Ja'Marr Chase,5.0,21,CIN,WR,20.65,52.2,ARI,12,ACTIVE,"{0: {'points': 109.8, 'breakdown': {'210': 5.0, '213': 30.0, 'rushingAttempts': 1.0, 'rushingYards': 0.4, 'teamWin': 2.0, 'teamLoss': 3.0, 'pointsScored': 18.0, 'rushingYardsPerAttempt': 2.0, 'receivingReceptions': 44.0, 'receivingYards': 95.2, 'receivingTouchdowns': 3.0, 'receiving40PlusYardTD': 1.0, 'receiving50PlusYardTD': 1.0, '47': 93.0, '48': 46.0, '49': 21.0, '50': 16.0, '51': 6.0, '52': 2.0, '54': 8.0, '55': 2.0, '183': 2.0, 'receiving100To199YardGame': 2.0, 'receivingTargets': 60.0, 'receivingYardsAfterCatch': 234.0, 'receivingYardsPerReception': 10.81818182}, 'projected_points': 313.64, 'projected_breakdown': {'rushingAttempts': 3.854321579, 'rushingYards': 1.362268477, 'rushingTouchdowns': 0.142271415, 'rushing2PtConversions': 0.007076482, '27': 4.0, '28': 2.0, '29': 1.0, 'rushing40PlusYardTD': 0.007083363, 'rushing50PlusYardTD': 0.004958354, 'rushing100To199YardGame': 0.000953722, 'rushing200PlusYardGame': 3.25469e-05, 'rushingYardsPerAttempt': 5.343169637, 'receivingYards': 96.32079476, 'receivingTouchdowns': 10.75747449, 'receiving2PtConversions': 0.525194256, 'receiving40PlusYardTD': 0.372917743, 'receiving50PlusYardTD': 0.243701745, '47': 291.0, '48': 145.0, '49': 72.0, '50': 58.0, '51': 29.0, 'receivingReceptions': 101.6432348, '54': 20.0, '55': 10.0, 'receiving100To199YardGame': 5.787271474, 'receiving200PlusYardGame': 0.178987778, 'receivingTargets': 152.4434816, 'receivingYardsPerReception': 14.32602753, '2PtConversions': 0.532270738, 'fumbleRecoveredForTD': 0.008664084, '66': 0.071940846, '67': 1.897169228, 'fumbles': 1.969110074, '70': 0.033092789, '71': 1.062414768, 'lostFumbles': 1.095507557, 'turnovers': 1.095507557, '210': 15.11764706, '212': 3.107588608, '213': 66.57176822}}, 5: {'points': 52.2, 'breakdown': {'receivingReceptions': 15.0, 'receivingYards': 192.0, 'receivingTouchdowns': 3.0, 'receiving40PlusYardTD': 1.0, 'receiving50PlusYardTD': 1.0, '47': 38.0, '48': 19.0, '49': 9.0, '50': 7.0, '51': 3.0, '52': 1.0, '54': 3.0, '55': 1.0, 'receiving100To199YardGame': 1.0, 'receivingTargets': 19.0, 'receivingYardsAfterCatch': 86.0, 'receivingYardsPerReception': 12.8, 'teamWin': 1.0, 'pointsScored': 18.0, '183': 2.0, '210': 1.0, '213': 14.0}, 'projected_points': 20.65, 'projected_breakdown': {'rushingAttempts': 0.190793521, 'rushingYards': 1.047615488, 'rushingTouchdowns': 0.005142565, 'rushing2PtConversions': 0.000348961, 'rushing40PlusYardTD': 0.000350515, 'rushing50PlusYardTD': 0.00024536, 'rushing100To199YardGame': 4.04e-05, 'rushing200PlusYardGame': 1.38e-06, 'rushingYardsPerAttempt': 5.490833666, 'receivingYards': 93.58606605, 'receivingTouchdowns': 0.659648477, 'receiving2PtConversions': 0.026365817, 'receiving40PlusYardTD': 0.014315281, 'receiving50PlusYardTD': 0.009355036, '47': 18.0, '48': 9.0, '49': 4.0, '50': 3.0, '51': 1.0, 'receivingReceptions': 7.291957256, '54': 1.0, 'receiving100To199YardGame': 0.393165164, 'receiving200PlusYardGame': 0.0122, 'receivingTargets': 10.93948143, 'receivingYardsPerReception': 12.83414902, '2PtConversions': 0.026714778, 'fumbleRecoveredForTD': 0.000611, '66': 0.003543252, '67': 0.135419904, 'fumbles': 0.138963155, '70': 0.001629896, '71': 0.075835146, 'lostFumbles': 0.077465042, 'turnovers': 0.077465042, '210': 1.0, '212': 0.172679929, '213': 4.444924705}}}",100.0,False,Ja'Marr Chase
Travis Kelce,5.0,7,KC,TE,17.73,22.7,MIN,12,ACTIVE,"{0: {'points': 67.2, 'breakdown': {'receivingReceptions': 27.0, 'receivingYards': 55.5, 'receivingTouchdowns': 3.0, 'defensiveSoloTackles': 1.0, 'defensiveTotalTackles': 1.0, '47': 43.0, '48': 20.0, '49': 10.0, '50': 7.0, '210': 4.0, '51': 3.0, '213': 12.0, '54': 4.0, '183': 3.0, '55': 1.0, 'receivingTargets': 37.0, 'receivingYardsAfterCatch': 109.0, 'teamWin': 4.0, 'receivingYardsPerReception': 8.22222222, 'pointsScored': 18.0}, 'projected_points': 260.56, 'projected_breakdown': {'rushingAttempts': 3.419791636, 'rushingYards': 0.962369983, 'rushingTouchdowns': 0.401821488, 'rushing2PtConversions': 0.021966874, '27': 2.0, '28': 1.0, 'rushing40PlusYardTD': 0.00628401, 'rushing50PlusYardTD': 0.004398807, 'rushing100To199YardGame': 0.000410219, 'rushing200PlusYardGame': 1.39992e-05, 'rushingYardsPerAttempt': 3.972873557, 'receivingYards': 75.86008407, 'receivingTouchdowns': 9.26095538, 'receiving2PtConversions': 0.431304821, 'receiving40PlusYardTD': 0.211463495, 'receiving50PlusYardTD': 0.138191394, '47': 214.0, '48': 107.0, '49': 53.0, '50': 42.0, '51': 21.0, 'receivingReceptions': 94.49865715, '54': 18.0, '55': 9.0, 'receiving100To199YardGame': 3.252048847, 'receiving200PlusYardGame': 0.10057883, 'receivingTargets': 128.0626205, 'receivingYardsPerReception': 11.33313345, '2PtConversions': 0.453271695, 'fumbleRecoveredForTD': 0.005175077, '66': 0.041077053, '67': 1.135076858, 'fumbles': 1.176153911, '70': 0.018895444, '71': 0.635643041, 'lostFumbles': 0.654538485, 'turnovers': 0.654538485, '210': 14.11764706, '212': 2.916179038, '213': 53.77726794}}, 5: {'points': 22.7, 'breakdown': {'receivingReceptions': 10.0, 'receivingYards': 67.0, 'receivingTouchdowns': 1.0, '47': 13.0, '48': 6.0, '49': 3.0, '50': 2.0, '51': 1.0, '54': 2.0, '55': 1.0, 'receivingTargets': 11.0, 'receivingYardsAfterCatch': 36.0, 'receivingYardsPerReception': 6.7, 'teamWin': 1.0, 'pointsScored': 6.0, '183': 1.0, '210': 1.0, '213': 3.0}, 'projected_points': 17.73, 'projected_breakdown': {'rushingAttempts': 0.219025985, 'rushingYards': 0.509969266, 'rushingTouchdowns': 0.013766442, 'rushing2PtConversions': 0.00062539, 'rushing40PlusYardTD': 0.000402487, 'rushing50PlusYardTD': 0.000281741, 'rushing100To199YardGame': 7.64e-06, 'rushing200PlusYardGame': 2.61e-07, 'rushingYardsPerAttempt': 2.328350522, 'receivingYards': 75.16718085, 'receivingTouchdowns': 0.608985653, 'receiving2PtConversions': 0.027765505, 'receiving40PlusYardTD': 0.012887243, 'receiving50PlusYardTD': 0.008421813, '47': 15.0, '48': 7.0, '49': 3.0, '50': 3.0, '51': 1.0, 'receivingReceptions': 6.447173156, '54': 1.0, 'receiving100To199YardGame': 0.264184633, 'receiving200PlusYardGame': 0.00817, 'receivingTargets': 9.022076354, 'receivingYardsPerReception': 11.65893625, '2PtConversions': 0.028390896, 'fumbleRecoveredForTD': 0.000302, '66': 0.002252412, '67': 0.066301219, 'fumbles': 0.068553631, '70': 0.001036109, '71': 0.037128683, 'lostFumbles': 0.038164792, 'turnovers': 0.038164792, '210': 1.0, '212': 0.16267046, '213': 3.723733118}}}",100.0,False,Travis Kelce
Stefon Diggs,5.0,5,BUF,WR,18.13,24.1,JAX,11,ACTIVE,"{0: {'points': 119.0, 'breakdown': {'67': 1.0, 'fumbles': 1.0, '71': 1.0, 'lostFumbles': 1.0, 'turnovers': 1.0, '210': 5.0, '213': 24.0, 'teamWin': 3.0, 'teamLoss': 2.0, 'pointsScored': 30.0, 'receivingReceptions': 39.0, 'receivingYards': 104.0, 'receivingTouchdowns': 5.0, 'defensiveSoloTackles': 1.0, 'defensiveTotalTackles': 1.0, 'receiving40PlusYardTD': 1.0, 'receiving50PlusYardTD': 1.0, '47': 103.0, '48': 51.0, '49': 25.0, '50': 18.0, '51': 9.0, '52': 4.0, '54': 6.0, '55': 1.0, '183': 1.0, 'receiving100To199YardGame': 4.0, '184': 3.0, 'receivingTargets': 50.0, 'receivingYardsAfterCatch': 135.0, 'receivingYardsPerReception': 13.33333333}, 'projected_points': 262.84, 'projected_breakdown': {'receivingYards': 79.24793836, 'receivingTouchdowns': 7.762842336, 'receiving2PtConversions': 0.386076339, 'receiving40PlusYardTD': 0.23065246, 'receiving50PlusYardTD': 0.150731383, '47': 239.0, '48': 119.0, '49': 59.0, '50': 47.0, '51': 23.0, 'receivingReceptions': 97.26200208, '54': 19.0, '55': 9.0, 'receiving100To199YardGame': 3.896354571, 'receiving200PlusYardGame': 0.120505811, 'receivingTargets': 142.2080219, 'receivingYardsPerReception': 12.31768149, '2PtConversions': 0.386076339, 'fumbleRecoveredForTD': 0.00635633, '67': 1.444620354, 'fumbles': 1.444620354, '71': 0.808987398, 'lostFumbles': 0.808987398, 'turnovers': 0.808987398, '210': 15.11764706, '213': 57.23116421}}, 5: {'points': 24.1, 'breakdown': {'receivingReceptions': 8.0, 'receivingYards': 121.0, 'receivingTouchdowns': 1.0, '47': 24.0, '48': 12.0, '49': 6.0, '50': 4.0, '51': 2.0, '52': 1.0, '54': 1.0, 'receiving100To199YardGame': 1.0, 'receivingTargets': 11.0, 'receivingYardsAfterCatch': 9.0, 'receivingYardsPerReception': 15.125, '67': 1.0, 'fumbles': 1.0, '71': 1.0, 'lostFumbles': 1.0, 'turnovers': 1.0, 'defensiveSoloTackles': 1.0, 'defensiveTotalTackles': 1.0, 'teamLoss': 1.0, 'pointsScored': 6.0, '184': 1.0, '210': 1.0, '213': 5.0}, 'projected_points': 18.13, 'projected_breakdown': {'receivingYards': 83.61267054, 'receivingTouchdowns': 0.44773156, 'receiving2PtConversions': 0.024437082, 'receiving40PlusYardTD': 0.015368034, 'receiving50PlusYardTD': 0.01004301, '47': 16.0, '48': 8.0, '49': 4.0, '50': 3.0, '51': 1.0, 'receivingReceptions': 7.169184619, '54': 1.0, 'receiving100To199YardGame': 0.327095543, 'receiving200PlusYardGame': 0.0101, 'receivingTargets': 9.598032463, 'receivingYardsPerReception': 11.66278663, '2PtConversions': 0.024437082, 'fumbleRecoveredForTD': 0.000559, '67': 0.127036051, 'fumbles': 0.127036051, '71': 0.071140189, 'lostFumbles': 0.071140189, 'turnovers': 0.071140189, '210': 1.0, '213': 4.055257508}}}",100.0,False,Stefon Diggs
Patrick Mahomes,5.0,8,KC,QB,22.41,19.24,MIN,24,ACTIVE,"{0: {'points': 98.88, 'breakdown': {'passingAttempts': 184.0, 'passingTimesSacked': 4.0, 'passingCompletions': 123.0, 'passingIncompletions': 61.0, '66': 1.0, 'passingYards': 257.4, 'passingTouchdowns': 10.0, 'fumbles': 1.0, '5': 256.0, '6': 127.0, '7': 63.0, '8': 50.0, '9': 24.0, 'turnovers': 4.0, '10': 11.0, '11': 22.0, '12': 10.0, '13': 10.0, '14': 4.0, 'passing300To399YardGame': 1.0, '210': 5.0, '211': 60.0, 'passingInterceptions': 4.0, '212': 12.0, 'passingCompletionPercentage': 0.66847826, 'rushingAttempts': 23.0, 'rushingYards': 30.8, '27': 30.0, 'teamWin': 4.0, '28': 14.0, 'teamLoss': 1.0, '29': 6.0, '30': 5.0, 'pointsScored': 60.0, '31': 1.0, '33': 3.0, 'rushingYardsPerAttempt': 6.69565217, '175': 9.0, '178': 1.0}, 'projected_points': 370.72, 'projected_breakdown': {'passingAttempts': 606.4850037, 'passingCompletions': 399.9903941, 'passingIncompletions': 206.4946095, 'passingYards': 293.452349, 'passingTouchdowns': 38.61111464, '5': 939.0, '6': 469.0, '7': 234.0, '8': 187.0, '9': 93.0, '10': 46.0, '11': 79.0, '12': 39.0, 'passing40PlusYardTD': 4.541445999, 'passing50PlusYardTD': 2.967834961, 'passing300To399YardGame': 6.707359808, 'passing400PlusYardGame': 0.905988442, 'passing2PtConversions': 1.797335126, 'passingInterceptions': 10.81302907, 'passingCompletionPercentage': 0.659522316, 'rushingAttempts': 59.17912819, 'rushingYards': 20.81429759, 'rushingTouchdowns': 3.356063407, 'rushing2PtConversions': 0.183421101, '27': 66.0, '28': 33.0, '29': 16.0, '30': 13.0, '31': 6.0, '33': 11.0, '34': 5.0, 'rushing40PlusYardTD': 0.11224172, 'rushing50PlusYardTD': 0.078569204, 'rushing100To199YardGame': 0.301912793, 'rushing200PlusYardGame': 0.010303125, 'rushingYardsPerAttempt': 5.62746988, '2PtConversions': 1.980756228, 'fumbleRecoveredForTD': 0.034583545, 'passingTimesSacked': 30.92166203, '65': 7.192151463, '66': 0.667745219, 'fumbles': 7.859896681, '69': 3.452232702, '70': 0.307162801, 'lostFumbles': 3.759395503, 'turnovers': 14.57242458, '210': 16.0, '211': 226.9266029, '212': 19.29220289}}, 5: {'points': 19.24, 'breakdown': {'passingAttempts': 41.0, 'passingCompletions': 31.0, 'passingIncompletions': 10.0, 'passingYards': 281.0, 'passingTouchdowns': 2.0, '5': 56.0, '6': 28.0, '7': 14.0, '8': 11.0, '9': 5.0, '10': 2.0, '11': 6.0, '12': 3.0, '13': 2.0, '14': 1.0, 'passingCompletionPercentage': 75.61, 'passingTimesSacked': 2.0, 'teamWin': 1.0, 'pointsScored': 12.0, '175': 2.0, '210': 1.0, '211': 15.0}, 'projected_points': 22.41, 'projected_breakdown': {'passingAttempts': 37.49774612, 'passingCompletions': 24.44193918, 'passingIncompletions': 13.05580694, 'passingYards': 286.4146582, 'passingTouchdowns': 2.181754471, '5': 57.0, '6': 28.0, '7': 14.0, '8': 11.0, '9': 5.0, '10': 2.0, '11': 4.0, '12': 2.0, 'passing40PlusYardTD': 0.27110843, 'passing50PlusYardTD': 0.177169359, 'passing300To399YardGame': 0.379558692, 'passing400PlusYardGame': 0.051268427, 'passing2PtConversions': 0.099472812, 'passingInterceptions': 0.779831195, 'passingCompletionPercentage': 0.651824222, 'rushingAttempts': 4.977816023, 'rushingYards': 28.86782636, 'rushingTouchdowns': 0.187391016, 'rushing2PtConversions': 0.008512916, '27': 5.0, '28': 2.0, '29': 1.0, '30': 1.0, 'rushing40PlusYardTD': 0.00954914, 'rushing50PlusYardTD': 0.006684398, 'rushing100To199YardGame': 0.0363, 'rushing200PlusYardGame': 0.00124, 'rushingYardsPerAttempt': 5.799295561, '2PtConversions': 0.107985728, 'fumbleRecoveredForTD': 0.00209, 'passingTimesSacked': 1.793194221, '65': 0.420650055, '66': 0.053292656, 'fumbles': 0.473942712, '69': 0.201912027, '70': 0.024514622, 'lostFumbles': 0.226426649, 'turnovers': 1.006257843, '210': 1.0, '211': 13.77481641, '212': 1.538731691}}}",100.0,False,Patrick Mahomes
