Player Name,Player Rank,Player Team,Player Position,Player Projected,Player Points,Player Opponent,Player Opp Rank,Player Injury,Stats,Timed Played,On Bye Week
Justin Jefferson,3,MIN,WR,22.1,24.9,PHI,24,ACTIVE,"{0: {'points': 76.8, 'breakdown': {'67': 1.0, 'fumbles': 1.0, '71': 1.0, 'lostFumbles': 1.0, 'turnovers': 1.0, '210': 3.0, '213': 20.0, 'teamLoss': 3.0, 'pointsScored': 6.0, 'receivingReceptions': 27.0, 'receivingYards': 152.66666667, 'receivingTouchdowns': 1.0, 'defensiveSoloTackles': 1.0, 'defensiveTotalTackles': 1.0, 'receiving40PlusYardTD': 1.0, 'receiving50PlusYardTD': 1.0, '47': 90.0, '48': 44.0, '49': 21.0, '50': 17.0, '51': 8.0, '52': 3.0, '54': 4.0, '55': 1.0, 'receiving100To199YardGame': 3.0, 'receivingTargets': 38.0, 'receivingYardsAfterCatch': 168.0, 'receivingYardsPerReception': 16.96296296}, 'projected_points': 322.25, 'projected_breakdown': {'rushingAttempts': 3.950102192, 'rushingYards': 1.525063928, 'rushingTouchdowns': 0.249400494, 'rushing2PtConversions': 0.0114084, '27': 4.0, '28': 2.0, '29': 1.0, 'rushing40PlusYardTD': 0.007259733, 'rushing50PlusYardTD': 0.005081813, 'rushing100To199YardGame': 0.001208219, 'rushing200PlusYardGame': 4.12319e-05, 'rushingYardsPerAttempt': 5.836653608, 'receivingYards': 99.10043919, 'receivingTouchdowns': 8.91906673, 'receiving2PtConversions': 0.458167305, 'receiving40PlusYardTD': 0.309855193, 'receiving50PlusYardTD': 0.202490369, '47': 299.0, '48': 149.0, '49': 74.0, '50': 59.0, '51': 29.0, 'receivingReceptions': 115.7023332, '54': 23.0, '55': 11.0, 'receiving100To199YardGame': 6.088555956, 'receiving200PlusYardGame': 0.188305854, 'receivingTargets': 164.6224011, 'receivingYardsPerReception': 12.94844642, '2PtConversions': 0.469575706, 'fumbleRecoveredForTD': 0.006172971, '66': 0.046315714, '67': 1.3566323, 'fumbles': 1.402948014, '70': 0.021305229, '71': 0.759714088, 'lostFumbles': 0.781019317, 'turnovers': 0.781019317, '210': 15.11764706, '212': 3.276371804, '213': 70.18333997}}, 2: {'points': 24.9, 'breakdown': {'receivingReceptions': 11.0, 'receivingYards': 159.0, '47': 31.0, '48': 15.0, '49': 7.0, '50': 6.0, '51': 3.0, '52': 1.0, '54': 2.0, '55': 1.0, 'receiving100To199YardGame': 1.0, 'receivingTargets': 13.0, 'receivingYardsAfterCatch': 36.0, 'receivingYardsPerReception': 14.455, '67': 1.0, 'fumbles': 1.0, '71': 1.0, 'lostFumbles': 1.0, 'turnovers': 1.0, 'teamLoss': 1.0, '210': 1.0, '213': 9.0}, 'projected_points': 22.1, 'projected_breakdown': {'rushingAttempts': 0.200792829, 'rushingYards': 1.146505644, 'rushingTouchdowns': 0.011510386, 'rushing2PtConversions': 0.000529782, 'rushing40PlusYardTD': 0.000368919, 'rushing50PlusYardTD': 0.000258243, 'rushing100To199YardGame': 4.92e-05, 'rushing200PlusYardGame': 1.68e-06, 'rushingYardsPerAttempt': 5.709893371, 'receivingYards': 109.2829531, 'receivingTouchdowns': 0.491250279, 'receiving2PtConversions': 0.025391557, 'receiving40PlusYardTD': 0.02124533, 'receiving50PlusYardTD': 0.013883823, '47': 21.0, '48': 10.0, '49': 5.0, '50': 4.0, '51': 2.0, 'receivingReceptions': 8.091818287, '54': 1.0, 'receiving100To199YardGame': 0.44825149, 'receiving200PlusYardGame': 0.0139, 'receivingTargets': 11.51506366, 'receivingYardsPerReception': 13.50536422, '2PtConversions': 0.025921339, 'fumbleRecoveredForTD': 0.000428, '66': 0.002354335, '67': 0.094878139, 'fumbles': 0.097232474, '70': 0.001082994, '71': 0.053131758, 'lostFumbles': 0.054214752, 'turnovers': 0.054214752, '210': 1.0, '212': 0.181373699, '213': 4.991237343}}}",100,False
Christian McCaffrey,2,SF,RB,22.3,22.5,LAR,11,ACTIVE,"{0: {'points': 71.3, 'breakdown': {'67': 1.0, 'fumbles': 1.0, '210': 3.0, '212': 15.0, '213': 4.0, 'rushingAttempts': 60.0, 'rushingYards': 117.66666667, 'rushingTouchdowns': 3.0, '27': 70.0, 'teamWin': 3.0, '28': 34.0, '29': 16.0, '30': 13.0, 'pointsScored': 18.0, '31': 6.0, '32': 2.0, '33': 11.0, '34': 5.0, 'rushing40PlusYardTD': 1.0, 'rushing50PlusYardTD': 1.0, 'rushing100To199YardGame': 2.0, 'rushingYardsPerAttempt': 5.88333333, 'receivingReceptions': 11.0, 'receivingYards': 23.33333333, '47': 12.0, '48': 5.0, '49': 1.0, '50': 1.0, '179': 1.0, '180': 1.0, '54': 1.0, 'receivingTargets': 13.0, 'receivingYardsAfterCatch': 71.0, 'receivingYardsPerReception': 6.36363636}, 'projected_points': 274.46, 'projected_breakdown': {'rushingAttempts': 197.0106009, 'rushingYards': 63.29146341, 'rushingTouchdowns': 6.976516835, 'rushing2PtConversions': 0.253966522, '27': 179.0, '28': 89.0, '29': 44.0, '30': 35.0, '31': 17.0, '33': 39.0, '34': 19.0, 'rushing40PlusYardTD': 0.400185069, 'rushing50PlusYardTD': 0.280129548, 'rushing100To199YardGame': 2.086853228, 'rushing200PlusYardGame': 0.071216294, 'rushingYardsPerAttempt': 4.554321268, 'receivingYards': 38.56300432, 'receivingTouchdowns': 3.370182355, 'receiving2PtConversions': 0.201123646, 'receiving40PlusYardTD': 0.070750893, 'receiving50PlusYardTD': 0.046235708, '47': 109.0, '48': 54.0, '49': 27.0, '50': 21.0, '51': 10.0, 'receivingReceptions': 68.69790908, '54': 13.0, '55': 6.0, 'receiving100To199YardGame': 0.491922675, 'receiving200PlusYardGame': 0.015214103, 'receivingTargets': 85.91171813, 'receivingYardsPerReception': 7.957844771, '2PtConversions': 0.455090169, 'fumbleRecoveredForTD': 0.007550458, '66': 1.272344615, '67': 0.443668586, 'fumbles': 1.716013201, '70': 0.585278523, '71': 0.248454408, 'lostFumbles': 0.833732931, 'turnovers': 0.833732931, '210': 14.17647059, '212': 49.53793705, '213': 30.96242025}}, 2: {'points': 22.5, 'breakdown': {'rushingAttempts': 20.0, 'rushingYards': 116.0, 'rushingTouchdowns': 1.0, '27': 23.0, '28': 11.0, '29': 5.0, '30': 4.0, '31': 2.0, '32': 1.0, '33': 4.0, '34': 2.0, 'rushing100To199YardGame': 1.0, 'rushingYardsPerAttempt': 5.8, 'receivingReceptions': 3.0, 'receivingYards': 19.0, '47': 3.0, '48': 1.0, 'receivingTargets': 3.0, 'receivingYardsAfterCatch': 18.0, 'receivingYardsPerReception': 6.333, 'teamWin': 1.0, 'pointsScored': 6.0, '180': 1.0, '210': 1.0, '212': 4.0}, 'projected_points': 22.3, 'projected_breakdown': {'rushingAttempts': 18.05727501, 'rushingYards': 83.69413665, 'rushingTouchdowns': 0.695844725, 'rushing2PtConversions': 0.025236205, '27': 16.0, '28': 8.0, '29': 4.0, '30': 3.0, '31': 1.0, '33': 3.0, '34': 1.0, 'rushing40PlusYardTD': 0.038646077, 'rushing50PlusYardTD': 0.027052254, 'rushing100To199YardGame': 0.306662599, 'rushing200PlusYardGame': 0.0105, 'rushingYardsPerAttempt': 4.634926177, 'receivingYards': 38.58182866, 'receivingTouchdowns': 0.222874031, 'receiving2PtConversions': 0.013245253, 'receiving40PlusYardTD': 0.005358617, 'receiving50PlusYardTD': 0.003501856, '47': 7.0, '48': 3.0, '49': 1.0, '50': 1.0, 'receivingReceptions': 4.616683681, 'receiving100To199YardGame': 0.047256813, 'receiving200PlusYardGame': 0.00146, 'receivingTargets': 5.69667184, 'receivingYardsPerReception': 8.357044001, '2PtConversions': 0.038481458, 'fumbleRecoveredForTD': 0.000644, '66': 0.116618479, '67': 0.029815719, 'fumbles': 0.146434198, '70': 0.0536445, '71': 0.016696802, 'lostFumbles': 0.070341303, 'turnovers': 0.070341303, '210': 1.0, '212': 4.563631625, '213': 2.139736618}}}",100,False
Ja'Marr Chase,28,CIN,WR,20.22,8.1,BAL,27,ACTIVE,"{0: {'points': 43.3, 'breakdown': {'rushingYardsPerAttempt': 2.0, 'rushingYards': 2.0, 'receivingReceptions': 22.0, 'receivingYards': 70.33333333, '47': 41.0, '48': 20.0, '49': 9.0, '50': 7.0, '210': 3.0, '51': 2.0, '52': 1.0, '213': 12.0, '54': 4.0, 'rushingAttempts': 1.0, '55': 1.0, 'receiving100To199YardGame': 1.0, 'receivingTargets': 32.0, 'receivingYardsAfterCatch': 104.0, 'teamWin': 1.0, 'receivingYardsPerReception': 9.59090909, 'teamLoss': 2.0}, 'projected_points': 313.64, 'projected_breakdown': {'rushingAttempts': 3.854321579, 'rushingYards': 1.362268477, 'rushingTouchdowns': 0.142271415, 'rushing2PtConversions': 0.007076482, '27': 4.0, '28': 2.0, '29': 1.0, 'rushing40PlusYardTD': 0.007083363, 'rushing50PlusYardTD': 0.004958354, 'rushing100To199YardGame': 0.000953722, 'rushing200PlusYardGame': 3.25469e-05, 'rushingYardsPerAttempt': 5.343169637, 'receivingYards': 96.32079476, 'receivingTouchdowns': 10.75747449, 'receiving2PtConversions': 0.525194256, 'receiving40PlusYardTD': 0.372917743, 'receiving50PlusYardTD': 0.243701745, '47': 291.0, '48': 145.0, '49': 72.0, '50': 58.0, '51': 29.0, 'receivingReceptions': 101.6432348, '54': 20.0, '55': 10.0, 'receiving100To199YardGame': 5.787271474, 'receiving200PlusYardGame': 0.178987778, 'receivingTargets': 152.4434816, 'receivingYardsPerReception': 14.32602753, '2PtConversions': 0.532270738, 'fumbleRecoveredForTD': 0.008664084, '66': 0.071940846, '67': 1.897169228, 'fumbles': 1.969110074, '70': 0.033092789, '71': 1.062414768, 'lostFumbles': 1.095507557, 'turnovers': 1.095507557, '210': 15.11764706, '212': 3.107588608, '213': 66.57176822}}, 2: {'points': 8.1, 'breakdown': {'receivingReceptions': 5.0, 'receivingYards': 31.0, '47': 6.0, '48': 3.0, '49': 1.0, '50': 1.0, '54': 1.0, 'receivingTargets': 8.0, 'receivingYardsAfterCatch': 25.0, 'receivingYardsPerReception': 6.2, 'teamLoss': 1.0, '210': 1.0, '213': 2.0}, 'projected_points': 20.22, 'projected_breakdown': {'rushingAttempts': 0.226315105, 'rushingYards': 1.235662682, 'rushingTouchdowns': 0.008504046, 'rushing2PtConversions': 0.000423613, 'rushing40PlusYardTD': 0.000415909, 'rushing50PlusYardTD': 0.000291136, 'rushing100To199YardGame': 5.78e-05, 'rushing200PlusYardGame': 1.97e-06, 'rushingYardsPerAttempt': 5.459921391, 'receivingYards': 95.58028751, 'receivingTouchdowns': 0.662622228, 'receiving2PtConversions': 0.0323948, 'receiving40PlusYardTD': 0.021968689, 'receiving50PlusYardTD': 0.014356538, '47': 19.0, '48': 9.0, '49': 4.0, '50': 3.0, '51': 1.0, 'receivingReceptions': 6.581156265, '54': 1.0, 'receiving100To199YardGame': 0.404291214, 'receiving200PlusYardGame': 0.012503852, 'receivingTargets': 9.979621692, 'receivingYardsPerReception': 14.52332746, '2PtConversions': 0.032818413, 'fumbleRecoveredForTD': 0.00055907, '66': 0.004224168, '67': 0.122837168, 'fumbles': 0.127061336, '70': 0.001943117, '71': 0.068788814, 'lostFumbles': 0.070731931, 'turnovers': 0.070731931, '210': 1.0, '212': 0.183693442, '213': 4.33911854}}}",100,False
Tyreek Hill,2,MIA,WR,22.04,15.0,NE,11,ACTIVE,"{0: {'points': 90.2, 'breakdown': {'210': 3.0, '213': 21.0, 'teamWin': 3.0, 'pointsScored': 24.0, 'receivingReceptions': 25.0, 'receivingYards': 137.33333333, 'receivingTouchdowns': 4.0, 'defensiveSoloTackles': 1.0, 'defensiveTotalTackles': 1.0, 'receiving40PlusYardTD': 1.0, 'receiving50PlusYardTD': 1.0, '47': 82.0, '48': 40.0, '49': 19.0, '50': 15.0, '51': 7.0, '52': 3.0, '54': 4.0, '55': 1.0, '183': 2.0, 'receiving100To199YardGame': 1.0, 'receiving200PlusYardGame': 1.0, 'receivingTargets': 35.0, '186': 1.0, 'receivingYardsAfterCatch': 116.0, 'receivingYardsPerReception': 16.48}, 'projected_points': 293.63, 'projected_breakdown': {'rushingAttempts': 8.071622435, 'rushingYards': 3.225473046, 'rushingTouchdowns': 0.550185989, 'rushing2PtConversions': 0.027569591, '27': 9.0, '28': 4.0, '29': 2.0, '30': 1.0, '33': 1.0, 'rushing40PlusYardTD': 0.014867841, 'rushing50PlusYardTD': 0.010407489, 'rushing100To199YardGame': 0.005811926, 'rushing200PlusYardGame': 0.000198339, 'rushingYardsPerAttempt': 6.041110507, 'receivingYards': 89.21420534, 'receivingTouchdowns': 7.979396328, 'receiving2PtConversions': 0.392388986, 'receiving40PlusYardTD': 0.271044967, 'receiving50PlusYardTD': 0.177127886, '47': 269.0, '48': 134.0, '49': 67.0, '50': 53.0, '51': 26.0, 'receivingReceptions': 103.605908, '54': 20.0, '55': 10.0, 'receiving100To199YardGame': 5.008027058, 'receiving200PlusYardGame': 0.154887435, 'receivingTargets': 153.5668848, 'receivingYardsPerReception': 13.01768302, '2PtConversions': 0.419958578, 'fumbleRecoveredForTD': 0.007092334, '66': 0.116501504, '67': 1.495392549, 'fumbles': 1.611894053, '70': 0.053590692, '71': 0.837419828, 'lostFumbles': 0.891010519, 'turnovers': 0.891010519, '210': 15.11764706, '212': 4.618981, '213': 62.92049319}}, 2: {'points': 15.0, 'breakdown': {'receivingReceptions': 5.0, 'receivingYards': 40.0, 'receivingTouchdowns': 1.0, '47': 8.0, '48': 4.0, '49': 2.0, '50': 1.0, '54': 1.0, 'receivingTargets': 9.0, 'receivingYardsAfterCatch': 10.0, 'receivingYardsPerReception': 8.0, 'defensiveSoloTackles': 1.0, 'defensiveTotalTackles': 1.0, 'teamWin': 1.0, 'pointsScored': 6.0, '183': 1.0, '210': 1.0, '213': 5.0}, 'projected_points': 22.04, 'projected_breakdown': {'rushingAttempts': 0.483400392, 'rushingYards': 3.135392477, 'rushingTouchdowns': 0.026004416, 'rushing2PtConversions': 0.001392389, 'rushing40PlusYardTD': 0.000890474, 'rushing50PlusYardTD': 0.000623332, 'rushing100To199YardGame': 0.000408, 'rushing200PlusYardGame': 1.39e-05, 'rushingYardsPerAttempt': 6.486119016, 'receivingYards': 105.1687846, 'receivingTouchdowns': 0.613284804, 'receiving2PtConversions': 0.029351032, 'receiving40PlusYardTD': 0.022217935, 'receiving50PlusYardTD': 0.01451942, '47': 21.0, '48': 10.0, '49': 5.0, '50': 4.0, '51': 2.0, 'receivingReceptions': 7.431782527, '54': 1.0, 'receiving100To199YardGame': 0.442258888, 'receiving200PlusYardGame': 0.0137, 'receivingTargets': 10.94687532, 'receivingYardsPerReception': 14.15121933, '2PtConversions': 0.030743421, 'fumbleRecoveredForTD': 0.000503, '66': 0.006977144, '67': 0.107266395, 'fumbles': 0.114243539, '70': 0.003209486, '71': 0.060069181, 'lostFumbles': 0.063278667, 'turnovers': 0.063278667, '210': 1.0, '212': 0.276503735, '213': 4.777242616}}}",100,False
Travis Kelce,5,KC,TE,16.75,12.6,JAX,25,ACTIVE,"{2: {'points': 12.6, 'breakdown': {'receivingReceptions': 4.0, 'receivingYards': 26.0, 'receivingTouchdowns': 1.0, '47': 5.0, '48': 2.0, '49': 1.0, '50': 1.0, 'receivingTargets': 9.0, 'receivingYardsAfterCatch': 14.0, 'receivingYardsPerReception': 6.5, 'teamWin': 1.0, 'pointsScored': 6.0, '183': 1.0, '210': 1.0, '213': 1.0}, 'projected_points': 16.75, 'projected_breakdown': {'rushingAttempts': 0.211055756, 'rushingYards': 0.536384414, 'rushingTouchdowns': 0.012416136, 'rushing2PtConversions': 0.000703139, 'rushing40PlusYardTD': 0.000387812, 'rushing50PlusYardTD': 0.000271468, 'rushing100To199YardGame': 8.65e-06, 'rushing200PlusYardGame': 2.95e-07, 'rushingYardsPerAttempt': 2.541434664, 'receivingYards': 76.19908605, 'receivingTouchdowns': 0.419318963, 'receiving2PtConversions': 0.019259686, 'receiving40PlusYardTD': 0.013258315, 'receiving50PlusYardTD': 0.008664309, '47': 15.0, '48': 7.0, '49': 3.0, '50': 3.0, '51': 1.0, 'receivingReceptions': 6.534857378, '54': 1.0, 'receiving100To199YardGame': 0.27196606, 'receiving200PlusYardGame': 0.00841, 'receivingTargets': 9.081197971, 'receivingYardsPerReception': 11.66040537, '2PtConversions': 0.019962826, 'fumbleRecoveredForTD': 0.000357, '66': 0.00253511, '67': 0.078493871, 'fumbles': 0.081028981, '70': 0.001166151, '71': 0.043956568, 'lostFumbles': 0.045122718, 'turnovers': 0.045122718, '210': 1.0, '212': 0.162071504, '213': 3.694617475}}, 0: {'points': 32.5, 'breakdown': {'receivingReceptions': 11.0, 'receivingYards': 47.5, 'receivingTouchdowns': 2.0, '47': 18.0, '48': 8.0, '49': 4.0, '50': 3.0, '210': 2.0, '51': 1.0, '213': 5.0, '54': 1.0, '183': 2.0, 'receivingTargets': 17.0, 'receivingYardsAfterCatch': 35.0, 'teamWin': 2.0, 'receivingYardsPerReception': 8.63636364, 'pointsScored': 12.0}, 'projected_points': 260.56, 'projected_breakdown': {'rushingAttempts': 3.419791636, 'rushingYards': 0.962369983, 'rushingTouchdowns': 0.401821488, 'rushing2PtConversions': 0.021966874, '27': 2.0, '28': 1.0, 'rushing40PlusYardTD': 0.00628401, 'rushing50PlusYardTD': 0.004398807, 'rushing100To199YardGame': 0.000410219, 'rushing200PlusYardGame': 1.39992e-05, 'rushingYardsPerAttempt': 3.972873557, 'receivingYards': 75.86008407, 'receivingTouchdowns': 9.26095538, 'receiving2PtConversions': 0.431304821, 'receiving40PlusYardTD': 0.211463495, 'receiving50PlusYardTD': 0.138191394, '47': 214.0, '48': 107.0, '49': 53.0, '50': 42.0, '51': 21.0, 'receivingReceptions': 94.49865715, '54': 18.0, '55': 9.0, 'receiving100To199YardGame': 3.252048847, 'receiving200PlusYardGame': 0.10057883, 'receivingTargets': 128.0626205, 'receivingYardsPerReception': 11.33313345, '2PtConversions': 0.453271695, 'fumbleRecoveredForTD': 0.005175077, '66': 0.041077053, '67': 1.135076858, 'fumbles': 1.176153911, '70': 0.018895444, '71': 0.635643041, 'lostFumbles': 0.654538485, 'turnovers': 0.654538485, '210': 14.11764706, '212': 2.916179038, '213': 53.77726794}}}",100,False
Stefon Diggs,9,BUF,WR,17.89,13.6,OAK,19,ACTIVE,"{0: {'points': 58.9, 'breakdown': {'receivingReceptions': 25.0, 'receivingYards': 93.0, 'receivingTouchdowns': 1.0, '47': 55.0, '48': 27.0, '49': 13.0, '50': 10.0, '210': 3.0, '51': 5.0, '52': 2.0, '213': 14.0, '54': 4.0, '55': 1.0, '183': 1.0, 'receiving100To199YardGame': 2.0, 'receivingTargets': 32.0, 'receivingYardsAfterCatch': 80.0, 'teamWin': 2.0, 'receivingYardsPerReception': 11.16, 'teamLoss': 1.0, 'pointsScored': 6.0}, 'projected_points': 262.84, 'projected_breakdown': {'receivingYards': 79.24793836, 'receivingTouchdowns': 7.762842336, 'receiving2PtConversions': 0.386076339, 'receiving40PlusYardTD': 0.23065246, 'receiving50PlusYardTD': 0.150731383, '47': 239.0, '48': 119.0, '49': 59.0, '50': 47.0, '51': 23.0, 'receivingReceptions': 97.26200208, '54': 19.0, '55': 9.0, 'receiving100To199YardGame': 3.896354571, 'receiving200PlusYardGame': 0.120505811, 'receivingTargets': 142.2080219, 'receivingYardsPerReception': 12.31768149, '2PtConversions': 0.386076339, 'fumbleRecoveredForTD': 0.00635633, '67': 1.444620354, 'fumbles': 1.444620354, '71': 0.808987398, 'lostFumbles': 0.808987398, 'turnovers': 0.808987398, '210': 15.11764706, '213': 57.23116421}}, 2: {'points': 13.6, 'breakdown': {'receivingReceptions': 7.0, 'receivingYards': 66.0, '47': 13.0, '48': 6.0, '49': 3.0, '50': 2.0, '51': 1.0, '54': 1.0, 'receivingTargets': 7.0, 'receivingYardsAfterCatch': 32.0, 'receivingYardsPerReception': 9.429, 'teamWin': 1.0, '210': 1.0, '213': 3.0}, 'projected_points': 17.89, 'projected_breakdown': {'receivingYards': 77.79154942, 'receivingTouchdowns': 0.643357411, 'receiving2PtConversions': 0.031249784, 'receiving40PlusYardTD': 0.015190954, 'receiving50PlusYardTD': 0.009927289, '47': 15.0, '48': 7.0, '49': 3.0, '50': 3.0, '51': 1.0, 'receivingReceptions': 6.294905511, '54': 1.0, 'receiving100To199YardGame': 0.283963689, 'receiving200PlusYardGame': 0.008782382, 'receivingTargets': 8.956436244, 'receivingYardsPerReception': 12.35785816, '2PtConversions': 0.031249784, 'fumbleRecoveredForTD': 0.000411, '67': 0.093497444, 'fumbles': 0.093497444, '71': 0.052358569, 'lostFumbles': 0.052358569, 'turnovers': 0.052358569, '210': 1.0, '213': 3.775451241}}}",100,False
Patrick Mahomes,5,KC,QB,23.3,21.2,JAX,26,ACTIVE,"{2: {'points': 21.2, 'breakdown': {'passingAttempts': 41.0, 'passingCompletions': 29.0, 'passingIncompletions': 12.0, 'passingYards': 305.0, 'passingTouchdowns': 2.0, '5': 61.0, '6': 30.0, '7': 15.0, '8': 12.0, '9': 6.0, '10': 3.0, '11': 5.0, '12': 2.0, '13': 2.0, '14': 1.0, 'passing300To399YardGame': 1.0, 'passingInterceptions': 1.0, 'passingCompletionPercentage': 70.73, 'rushingAttempts': 7.0, 'rushingYards': 30.0, '27': 6.0, '28': 3.0, '29': 1.0, '30': 1.0, '33': 1.0, 'rushingYardsPerAttempt': 4.286, 'passingTimesSacked': 1.0, 'turnovers': 1.0, 'teamWin': 1.0, 'pointsScored': 12.0, '175': 2.0, '210': 1.0, '211': 12.0, '212': 3.0}, 'projected_points': 23.3, 'projected_breakdown': {'passingAttempts': 38.07846847, 'passingCompletions': 24.64617868, 'passingIncompletions': 13.43228979, 'passingYards': 294.7529067, 'passingTouchdowns': 2.422214454, '5': 58.0, '6': 29.0, '7': 14.0, '8': 11.0, '9': 5.0, '10': 2.0, '11': 4.0, '12': 2.0, 'passing40PlusYardTD': 0.286093475, 'passing50PlusYardTD': 0.186962086, 'passing300To399YardGame': 0.425528854, 'passing400PlusYardGame': 0.057477791, 'passing2PtConversions': 0.111254427, 'passingInterceptions': 0.740249247, 'passingCompletionPercentage': 0.64724711, 'rushingAttempts': 4.075006402, 'rushingYards': 24.03002818, 'rushingTouchdowns': 0.185400506, 'rushing2PtConversions': 0.010499429, '27': 4.0, '28': 2.0, '29': 1.0, 'rushing40PlusYardTD': 0.007754842, 'rushing50PlusYardTD': 0.00542839, 'rushing100To199YardGame': 0.0252, 'rushing200PlusYardGame': 0.000858, 'rushingYardsPerAttempt': 5.896930166, '2PtConversions': 0.121753856, 'fumbleRecoveredForTD': 0.00218, 'passingTimesSacked': 1.796228309, '65': 0.449924474, '66': 0.045980164, 'fumbles': 0.495904638, '69': 0.215963747, '70': 0.021150876, 'lostFumbles': 0.237114623, 'turnovers': 0.97736387, '210': 1.0, '211': 14.12513265, '212': 1.319049394}}, 0: {'points': 66.42, 'breakdown': {'passingAttempts': 113.0, 'passingTimesSacked': 1.0, 'passingCompletions': 74.0, 'passingIncompletions': 39.0, 'passingYards': 267.66666667, 'passingTouchdowns': 7.0, '5': 160.0, '6': 79.0, '7': 39.0, '8': 31.0, '9': 15.0, 'turnovers': 2.0, '10': 7.0, '11': 13.0, '12': 6.0, '13': 6.0, '14': 2.0, 'passing300To399YardGame': 1.0, '210': 3.0, '211': 36.0, 'passingInterceptions': 2.0, '212': 8.0, 'passingCompletionPercentage': 0.65486726, 'rushingAttempts': 16.0, 'rushingYards': 34.33333333, '27': 20.0, 'teamWin': 2.0, '28': 9.0, 'teamLoss': 1.0, '29': 4.0, '30': 3.0, 'pointsScored': 42.0, '33': 2.0, 'rushingYardsPerAttempt': 6.4375, '175': 7.0}, 'projected_points': 370.72, 'projected_breakdown': {'passingAttempts': 606.4850037, 'passingCompletions': 399.9903941, 'passingIncompletions': 206.4946095, 'passingYards': 293.452349, 'passingTouchdowns': 38.61111464, '5': 939.0, '6': 469.0, '7': 234.0, '8': 187.0, '9': 93.0, '10': 46.0, '11': 79.0, '12': 39.0, 'passing40PlusYardTD': 4.541445999, 'passing50PlusYardTD': 2.967834961, 'passing300To399YardGame': 6.707359808, 'passing400PlusYardGame': 0.905988442, 'passing2PtConversions': 1.797335126, 'passingInterceptions': 10.81302907, 'passingCompletionPercentage': 0.659522316, 'rushingAttempts': 59.17912819, 'rushingYards': 20.81429759, 'rushingTouchdowns': 3.356063407, 'rushing2PtConversions': 0.183421101, '27': 66.0, '28': 33.0, '29': 16.0, '30': 13.0, '31': 6.0, '33': 11.0, '34': 5.0, 'rushing40PlusYardTD': 0.11224172, 'rushing50PlusYardTD': 0.078569204, 'rushing100To199YardGame': 0.301912793, 'rushing200PlusYardGame': 0.010303125, 'rushingYardsPerAttempt': 5.62746988, '2PtConversions': 1.980756228, 'fumbleRecoveredForTD': 0.034583545, 'passingTimesSacked': 30.92166203, '65': 7.192151463, '66': 0.667745219, 'fumbles': 7.859896681, '69': 3.452232702, '70': 0.307162801, 'lostFumbles': 3.759395503, 'turnovers': 14.57242458, '210': 16.0, '211': 226.9266029, '212': 19.29220289}}}",100,False
